Marker (+),Marker (?),Marker (>),Nom du nucléide,Energie (keV),Marker (*),Marker (@),Intensité (%),LD Energie (mBq/g   ),LD nucléide (mBq/g   ),Activité (mBq/g   ),SD Energie (mBq/g   )
False,False,False,PA-228,964.6,True,False,10.5,50.35,,39.23,22.36
False,False,False,PA-228,969.11,True,False,10.1,84.6,,170.8,36.11
False,False,False,PA-228,1588.0,False,False,2.53,145.2,,104.6,65.53
False,False,False,PA-228,1887.0,False,False,1.63,206.3,,-40.38,87.19
False,False,False,TH-228,74.81,True,False,10.5,26.38,10.57,156.4,12.96
False,False,False,TH-228,77.11,True,False,17.6,18.8,,156.2,9.251
False,False,False,TH-228,87.3,True,False,7.9,28.13,,107.0,13.74
False,False,False,TH-228,115.18,True,False,0.59,144.1,,70.2,69.27
False,False,False,TH-228,238.63,True,False,43.6,10.57,,84.25,5.197
False,False,False,TH-228,300.09,False,False,3.34,42.76,,41.32,20.41
False,False,False,TH-230,67.67,False,False,0.38,444.2,444.2,390.8,213.1
False,False,False,PA-231,27.36,False,False,9.3,31.03,28.82,-19.31,15.08
False,False,False,PA-231,283.67,False,False,1.6,74.55,,-48.94,35.5
False,False,False,PA-231,300.08,False,False,2.3,61.9,,60.0,29.64
False,False,False,PA-231,302.67,False,False,4.6,28.82,,-11.97,13.73
False,False,False,PA-231,330.07,False,False,1.3,145.7,,-18.05,69.41
True,False,False,TH-234,63.29,True,False,4.5,48.15,48.15,773.5,21.01
False,False,False,TH-234,92.38,False,False,2.6,162.7,,1318.0,68.95
False,False,False,TH-234,92.8,True,False,2.6,92.99,,1563.0,39.13
True,False,False,U-235,89.96,True,False,1.5,117.8,9.221,254.1,57.74
False,False,False,U-235,93.35,True,False,2.5,124.7,,1603.0,61.64
False,False,False,U-235,105.0,True,False,1.0,124.7,,79.42,60.73
False,False,False,U-235,109.14,False,False,1.5,70.8,,27.54,34.36
False,False,False,U-235,143.76,True,False,10.5,9.221,,30.01,4.407
False,False,False,U-235,163.35,True,False,4.7,24.78,,37.88,11.71
False,False,False,U-235,185.71,True,False,54.0,13.63,,62.23,6.758
False,False,False,U-235,202.12,False,False,1.0,124.8,,-4.165,59.78
False,False,False,U-235,205.31,True,False,4.7,47.59,,45.73,22.75
False,False,False,AM-241,59.54,False,False,36.3,5.648,5.648,0.5718,2.609
